#{"t_start": 1772558769.8017774, "env_id": "None"}
r,l,t
-3992.210821,300,3.208055
-497.5,300,4.521999
-5461.265596,300,5.917281
-181.812435,188,6.751428
-3438.15,300,7.08197
-2913.1,300,8.686304
-236.7455,213,9.778467
-4065.496577,300,12.736038
-98.521607,149,13.489224
-3541.121331,300,14.861043
-4772.3,300,16.383562
-5146.790485,300,17.836521
-1024.860755,77,18.192414
-6.326819,61,18.475776
-1731.681081,192,19.367323
-1867.299099,230,20.542318
9.658407,19,20.661329
-66.64263,122,21.284624
-4639.530877,256,22.91675
-150.37426,173,23.754807
-5.258616,59,24.101169
-3630.833487,300,25.521824
-3841.915515,300,27.115787
-1021.542315,74,27.476535
-2252.999399,300,28.838511
-6045.656011,300,30.183165
-5011.751445,300,31.475475
-21.798458,92,32.039153
-1284.377806,234,33.792822
-3548.821055,192,34.6541
-66.063256,121,35.151344
-3061.95,300,36.508489
-4155.531421,300,37.828749
-1274.830345,148,38.481994
9.050546,51,37.805654
-138.669577,167,38.731878
-20.478944,80,39.187016
-4155.324402,256,40.790755
-497.19347,300,42.568523
-1322.410615,149,43.457642
-498.910048,300,44.844786
-2.259742,53,45.080805
-500.1,300,46.351938
-4474.15,300,47.821409
10.082232,13,47.918706
9.684214,19,48.045442
-499.35,300,49.531751
-499.35,300,50.920498
-2314.346027,300,52.522023
-501.85,300,53.876724
-2151.45,300,55.085134
-501.0,300,56.672903
-125.089583,13,56.768469
-3861.35,300,58.276067
-501.65,300,59.727515
-3756.049193,300,61.205135
-4926.45,300,62.890387
-501.7,300,64.184621
-4476.9,300,65.624599
-501.65,300,66.955637
-501.8,300,68.234842
-502.05,300,69.768188
-501.75,300,70.58723
-3801.75,300,72.525081
-501.95,300,73.970661
-501.75,300,75.284001
-501.702378,300,76.81209
-502.05,300,78.323113
-4911.9,300,79.624956
-501.85,300,81.018574
-502.05,300,82.753158
-4491.85,300,83.869505
-501.890176,300,84.975142
-502.1,300,86.076783
-502.075077,300,87.405818
-502.15,300,88.74878
-502.1,300,90.341487
-502.05,300,92.016098
-502.15,300,93.280501
-501.725876,300,94.709222
-502.2,300,96.380472
-4642.0,300,97.937601
-502.15,300,99.354748
-501.56445,300,100.409584
-502.299462,300,101.79355
8.006791,24,101.896431
-502.15,300,102.977884
-502.2,300,104.053255
-501.717119,300,105.327386
-502.142032,300,106.683154
-502.15,300,108.25515
-502.2,300,110.315997
-502.15,300,111.739782
-502.0,300,113.248325
-502.15,300,114.878182
-502.3,300,116.280758
-502.15,300,117.662607
-501.650925,300,119.395363
-502.15,300,121.991303
-502.1,300,123.333793
-502.0,300,124.54163
-502.05,300,125.809392
-501.991392,300,127.084428
-501.9,300,128.562098
